FECHA;DIA SEMANA;TIPO ACCIDENTE;Tipo Vehiculo;TIPO PERSONA;SEXO
05/09/2017;MARTES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
07/09/2017;JUEVES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;MUJER
07/09/2017;JUEVES;COLISION DOBLE;BICICLETA;CONDUCTOR;MUJER
07/09/2017;JUEVES;ATROPELLO;BICICLETA;CONDUCTOR;HOMBRE
08/09/2017;VIERNES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
09/09/2017;SABADO;COLISION DOBLE;BICICLETA;CONDUCTOR;MUJER
09/09/2017;SABADO;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
10/09/2017;DOMINGO;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
11/09/2017;LUNES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
12/09/2017;MARTES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
12/09/2017;MARTES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
12/09/2017;MARTES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
13/09/2017;MIERCOLES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;MUJER
13/09/2017;MIERCOLES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
15/09/2017;VIERNES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;MUJER
15/09/2017;VIERNES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
16/09/2017;SABADO;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
16/09/2017;SABADO;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;MUJER
17/09/2017;DOMINGO;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
17/09/2017;DOMINGO;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
17/09/2017;DOMINGO;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
17/09/2017;DOMINGO;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
17/09/2017;DOMINGO;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
17/09/2017;DOMINGO;COLISION DOBLE;BICICLETA;CONDUCTOR;MUJER
18/09/2017;LUNES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
18/09/2017;LUNES;COLISION DOBLE;BICICLETA;CONDUCTOR;MUJER
18/09/2017;LUNES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
18/09/2017;LUNES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
19/09/2017;MARTES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
20/09/2017;MIERCOLES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
20/09/2017;MIERCOLES;COLISION DOBLE;BICICLETA;CONDUCTOR;MUJER
20/09/2017;MIERCOLES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
21/09/2017;JUEVES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
21/09/2017;JUEVES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
21/09/2017;JUEVES;ATROPELLO;BICICLETA;CONDUCTOR;HOMBRE
21/09/2017;JUEVES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
21/09/2017;JUEVES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
22/09/2017;VIERNES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;MUJER
22/09/2017;VIERNES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
22/09/2017;VIERNES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
22/09/2017;VIERNES;ATROPELLO;BICICLETA;CONDUCTOR;MUJER
23/09/2017;SABADO;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
23/09/2017;SABADO;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
23/09/2017;SABADO;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
23/09/2017;SABADO;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
23/09/2017;SABADO;COLISION DOBLE;BICICLETA;CONDUCTOR;MUJER
23/09/2017;SABADO;ATROPELLO;BICICLETA;CONDUCTOR;HOMBRE
23/09/2017;SABADO;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
24/09/2017;DOMINGO;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
24/09/2017;DOMINGO;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
24/09/2017;DOMINGO;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
24/09/2017;DOMINGO;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
24/09/2017;DOMINGO;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
24/09/2017;DOMINGO;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
26/09/2017;MARTES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
26/09/2017;MARTES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
27/09/2017;MIERCOLES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
27/09/2017;MIERCOLES;ATROPELLO;BICICLETA;CONDUCTOR;HOMBRE
27/09/2017;MIERCOLES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
28/09/2017;JUEVES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
28/09/2017;JUEVES;ATROPELLO;BICICLETA;CONDUCTOR;NO ASIGNADO
28/09/2017;JUEVES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
29/09/2017;VIERNES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;MUJER
29/09/2017;VIERNES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
29/09/2017;VIERNES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
29/09/2017;VIERNES;COLISION MULTIPLE ;BICICLETA;CONDUCTOR;HOMBRE
29/09/2017;VIERNES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
29/09/2017;VIERNES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;MUJER
29/09/2017;VIERNES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
30/09/2017;SABADO;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
30/09/2017;SABADO;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
01/10/2017;DOMINGO;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
01/10/2017;DOMINGO;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
01/10/2017;DOMINGO;ATROPELLO;BICICLETA;CONDUCTOR;HOMBRE
01/10/2017;DOMINGO;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
01/10/2017;DOMINGO;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
02/10/2017;LUNES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
02/10/2017;LUNES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
02/10/2017;LUNES;CHOQUE CON OBJETO FIJO;BICICLETA;CONDUCTOR;HOMBRE
02/10/2017;LUNES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
03/10/2017;MARTES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
03/10/2017;MARTES;COLISION DOBLE;BICICLETA;CONDUCTOR;MUJER
03/10/2017;MARTES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
04/10/2017;MIERCOLES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
05/10/2017;JUEVES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
05/10/2017;JUEVES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
05/10/2017;JUEVES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
06/10/2017;VIERNES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;MUJER
06/10/2017;VIERNES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
07/10/2017;SABADO;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;MUJER
07/10/2017;SABADO;COLISION DOBLE;BICICLETA;CONDUCTOR;MUJER
07/10/2017;SABADO;ATROPELLO;BICICLETA;CONDUCTOR;HOMBRE
08/10/2017;DOMINGO;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
08/10/2017;DOMINGO;ATROPELLO;BICICLETA;CONDUCTOR;HOMBRE
09/10/2017;LUNES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
10/10/2017;MARTES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;MUJER
10/10/2017;MARTES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
10/10/2017;MARTES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
11/10/2017;MIERCOLES;COLISION MULTIPLE ;BICICLETA;CONDUCTOR;HOMBRE
11/10/2017;MIERCOLES;COLISION DOBLE;BICICLETA;CONDUCTOR;MUJER
11/10/2017;MIERCOLES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
12/10/2017;JUEVES;ATROPELLO;BICICLETA;CONDUCTOR;HOMBRE
12/10/2017;JUEVES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
12/10/2017;JUEVES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;MUJER
12/10/2017;JUEVES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
14/10/2017;SABADO;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
14/10/2017;SABADO;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
15/10/2017;DOMINGO;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
15/10/2017;DOMINGO;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
15/10/2017;DOMINGO;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
16/10/2017;LUNES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
16/10/2017;LUNES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
16/10/2017;LUNES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
17/10/2017;MARTES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
17/10/2017;MARTES;COLISION DOBLE;BICICLETA;CONDUCTOR;MUJER
19/10/2017;JUEVES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
19/10/2017;JUEVES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
19/10/2017;JUEVES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
20/10/2017;VIERNES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
20/10/2017;VIERNES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;MUJER
21/10/2017;SABADO;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
21/10/2017;SABADO;ATROPELLO;BICICLETA;CONDUCTOR;HOMBRE
21/10/2017;SABADO;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
21/10/2017;SABADO;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
22/10/2017;DOMINGO;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
23/10/2017;LUNES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
23/10/2017;LUNES;COLISION DOBLE;BICICLETA;CONDUCTOR;MUJER
23/10/2017;LUNES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
23/10/2017;LUNES;CHOQUE CON OBJETO FIJO;BICICLETA;CONDUCTOR;HOMBRE
24/10/2017;MARTES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
24/10/2017;MARTES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
24/10/2017;MARTES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
25/10/2017;MIERCOLES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
25/10/2017;MIERCOLES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
25/10/2017;MIERCOLES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;MUJER
25/10/2017;MIERCOLES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
25/10/2017;MIERCOLES;COLISION DOBLE;BICICLETA;CONDUCTOR;MUJER
25/10/2017;MIERCOLES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
26/10/2017;JUEVES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
26/10/2017;JUEVES;ATROPELLO;BICICLETA;CONDUCTOR;HOMBRE
27/10/2017;VIERNES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
27/10/2017;VIERNES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;MUJER
27/10/2017;VIERNES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
27/10/2017;VIERNES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
27/10/2017;VIERNES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
28/10/2017;SABADO;COLISION DOBLE;BICICLETA;CONDUCTOR;MUJER
28/10/2017;SABADO;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
28/10/2017;SABADO;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;MUJER
29/10/2017;DOMINGO;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
29/10/2017;DOMINGO;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;MUJER
29/10/2017;DOMINGO;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
29/10/2017;DOMINGO;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
29/10/2017;DOMINGO;ATROPELLO;BICICLETA;CONDUCTOR;HOMBRE
29/10/2017;DOMINGO;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
29/10/2017;DOMINGO;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
30/10/2017;LUNES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;MUJER
30/10/2017;LUNES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
31/10/2017;MARTES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
31/10/2017;MARTES;ATROPELLO;BICICLETA;CONDUCTOR;NO ASIGNADO
01/11/2017;MIERCOLES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;MUJER
01/11/2017;MIERCOLES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;MUJER
01/11/2017;MIERCOLES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
02/11/2017;JUEVES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
02/11/2017;JUEVES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
02/11/2017;JUEVES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
04/11/2017;SABADO;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
04/11/2017;SABADO;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
06/11/2017;LUNES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
06/11/2017;LUNES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
06/11/2017;LUNES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
07/11/2017;MARTES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
07/11/2017;MARTES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
08/11/2017;MIERCOLES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
08/11/2017;MIERCOLES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
08/11/2017;MIERCOLES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
08/11/2017;MIERCOLES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
08/11/2017;MIERCOLES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
08/11/2017;MIERCOLES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
09/11/2017;JUEVES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
10/11/2017;VIERNES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
10/11/2017;VIERNES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
10/11/2017;VIERNES;COLISION DOBLE;BICICLETA;CONDUCTOR;MUJER
10/11/2017;VIERNES;ATROPELLO;BICICLETA;CONDUCTOR;HOMBRE
11/11/2017;SABADO;ATROPELLO;BICICLETA;CONDUCTOR;HOMBRE
12/11/2017;DOMINGO;COLISION DOBLE;BICICLETA;CONDUCTOR;MUJER
12/11/2017;DOMINGO;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
13/11/2017;LUNES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
14/11/2017;MARTES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
16/11/2017;JUEVES;ATROPELLO;BICICLETA;CONDUCTOR;HOMBRE
17/11/2017;VIERNES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;MUJER
17/11/2017;VIERNES;COLISION DOBLE;BICICLETA;CONDUCTOR;MUJER
18/11/2017;SABADO;CHOQUE CON OBJETO FIJO;BICICLETA;CONDUCTOR;HOMBRE
18/11/2017;SABADO;ATROPELLO;BICICLETA;CONDUCTOR;HOMBRE
18/11/2017;SABADO;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
18/11/2017;SABADO;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
19/11/2017;DOMINGO;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
19/11/2017;DOMINGO;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
21/11/2017;MARTES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
21/11/2017;MARTES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;MUJER
21/11/2017;MARTES;ATROPELLO;BICICLETA;CONDUCTOR;HOMBRE
22/11/2017;MIERCOLES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;MUJER
23/11/2017;JUEVES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
23/11/2017;JUEVES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
23/11/2017;JUEVES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;MUJER
24/11/2017;VIERNES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
24/11/2017;VIERNES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
26/11/2017;DOMINGO;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
26/11/2017;DOMINGO;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
27/11/2017;LUNES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
28/11/2017;MARTES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
29/11/2017;MIERCOLES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
29/11/2017;MIERCOLES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
29/11/2017;MIERCOLES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
29/11/2017;MIERCOLES;ATROPELLO;BICICLETA;CONDUCTOR;HOMBRE
29/11/2017;MIERCOLES;ATROPELLO;BICICLETA;CONDUCTOR;HOMBRE
29/11/2017;MIERCOLES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
29/11/2017;MIERCOLES;COLISION DOBLE;BICICLETA;CONDUCTOR;NO ASIGNADO
30/11/2017;JUEVES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
01/12/2017;VIERNES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
01/12/2017;VIERNES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
02/12/2017;SABADO;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
03/12/2017;DOMINGO;ATROPELLO;BICICLETA;CONDUCTOR;NO ASIGNADO
05/12/2017;MARTES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
07/12/2017;JUEVES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
08/12/2017;VIERNES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
10/12/2017;DOMINGO;ATROPELLO;BICICLETA;CONDUCTOR;HOMBRE
10/12/2017;DOMINGO;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
12/12/2017;MARTES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
13/12/2017;MIERCOLES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
14/12/2017;JUEVES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
14/12/2017;JUEVES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
14/12/2017;JUEVES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
14/12/2017;JUEVES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
14/12/2017;JUEVES;ATROPELLO;BICICLETA;CONDUCTOR;NO ASIGNADO
15/12/2017;VIERNES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
17/12/2017;DOMINGO;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
18/12/2017;LUNES;ATROPELLO;BICICLETA;CONDUCTOR;HOMBRE
19/12/2017;MARTES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
19/12/2017;MARTES;ATROPELLO;BICICLETA;CONDUCTOR;NO ASIGNADO
20/12/2017;MIERCOLES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
20/12/2017;MIERCOLES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
20/12/2017;MIERCOLES;COLISION DOBLE;BICICLETA;CONDUCTOR;MUJER
21/12/2017;JUEVES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
21/12/2017;JUEVES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
21/12/2017;JUEVES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
23/12/2017;SABADO;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
23/12/2017;SABADO;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
23/12/2017;SABADO;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
26/12/2017;MARTES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
27/12/2017;MIERCOLES;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
29/12/2017;VIERNES;COLISION DOBLE;BICICLETA;CONDUCTOR;HOMBRE
30/12/2017;SABADO;CAIDA BICICLETA ;BICICLETA;CONDUCTOR;HOMBRE
31/12/2017;DOMINGO;COLISION MULTIPLE ;BICICLETA;CONDUCTOR;HOMBRE
